b0003	0.005045170160188408
b0004	0.023868803633381522
b0007	8.43455066179231e-06
b0009	0.0
b0010	0.004471058853175441
b0019	0.0
b0025	1.4525604503990128e-06
b0029	1.549384229423794e-05
b0030	0.0
b0031	0.0013758859221419963
b0032	0.0
b0036	0.0
b0037	0.0
b0038	0.0
b0040	0.0
b0049	0.0
b0062	0.0
b0063	0.0
b0067	0.00015563341512587033
b0071	0.0023103809468308736
b0074	5.398007553320769e-05
b0085	0.0007868295803345609
b0086	4.641904309375971e-05
b0087	0.00014385909577658394
b0088	4.595571234593398e-05
b0090	0.0011329835775029803
b0091	6.18830874567849e-05
b0096	0.0006078426534955937
b0103	0.0002718689345002307
b0104	0.0
b0109	0.00039615474543052884
b0110	0.0
b0112	0.0
b0115	0.031708954832307235
b0118	0.0
b0120	0.0
b0121	0.0
b0123	0.0
b0124	0.0
b0131	1.1287782749808127e-05
b0133	1.0497126055649147e-05
b0134	1.6815858520506525e-05
b0142	4.9094221139426786e-05
b0150	0.0
b0152	0.0
b0154	0.00021901297131980858
b0155	0.0
b0159	6.404352322469677e-06
b0160	0.0
b0166	0.006956027249406541
b0173	2.2178904973678483e-06
b0174	4.960674381406749e-07
b0175	0.00033829579388255443
b0179	4.2073345157880625e-05
b0180	1.348398690750913e-10
b0181	0.00010750776092561933
b0182	3.106236905935331e-05
b0200	0.0
b0211	0.0
b0212	0.0
b0221	0.009297352674001374
b0222	0.0
b0237	0.0
b0238	0.0
b0241	0.0
b0242	6.5613388657096815e-06
b0243	3.8494705015906015e-05
b0260	0.0
b0261	0.0
b0268	0.0
b0306	0.0
b0311	0.0
b0312	0.0
b0314	0.0
b0331	0.0
b0333	0.0
b0334	0.0
b0335	0.0004977802096298103
b0336	0.0
b0337	0.0
b0339	1.7357505860341533e-06
b0340	0.0
b0341	0.0
b0343	0.0
b0344	0.0
b0347	0.0
b0348	0.0
b0349	0.0
b0350	0.0
b0351	0.0
b0352	0.0
b0353	0.0
b0356	0.0
b0367	0.0
b0368	0.0
b0369	2.7239855074465673e-06
b0381	4.706123397689875e-05
b0383	0.0
b0386	2.8943130419314617e-05
b0388	0.00014535572246510698
b0394	0.0
b0401	0.0
b0402	0.0
b0403	0.0
b0404	0.0
b0411	0.0
b0414	2.015082227600663e-06
b0415	0.00024281125949964899
b0417	8.566317220302708e-05
b0418	0.0
b0420	5.087666217047797e-05
b0421	3.0472742074659187e-05
b0428	0.0024812433165153085
b0433	0.0
b0444	0.0
b0446	6.140513918642929e-06
b0452	0.0010791068297062245
b0459	0.0
b0462	0.0
b0463	0.0
b0469	0.0
b0474	6.611879757296105e-05
b0477	0.0
b0480	0.0
b0484	0.0
b0485	0.0
b0505	0.0
b0507	0.0
b0508	0.0
b0509	0.0
b0511	0.0
b0512	0.0
b0514	0.0
b0515	0.0
b0516	0.0
b0517	0.0
b0521	4.2891213095195217e-05
b0522	0.0020667121826931
b0523	0.00035446305032584767
b0524	4.006071659193385e-06
b0529	0.0022751646682211803
b0543	0.0
b0572	0.0
b0575	0.0
b0576	0.0
b0578	0.0
b0583	0.0
b0584	0.0
b0585	0.0
b0586	0.0
b0591	0.0
b0593	0.0
b0594	0.0
b0595	0.0
b0596	0.0
b0604	0.0
b0606	0.0
b0612	0.0
b0613	0.0
b0617	0.0
b0621	0.0
b0622	0.0
b0624	0.0
b0628	0.0
b0630	0.0
b0638	0.0
b0639	7.01029732683154e-06
b0651	0.0
b0674	0.0030819508706482306
b0675	0.0
b0677	0.0
b0678	0.0
b0681	0.0
b0692	0.0
b0697	0.0
b0709	0.0
b0720	0.004655922939327738
b0724	0.004521201193415835
b0728	0.0
b0732	0.0
b0750	3.7382820324132275e-06
b0751	0.0
b0752	0.0
b0754	8.302860630585587e-05
b0755	0.00257032608862152
b0756	0.0
b0757	0.0
b0758	0.0
b0759	0.0
b0766	0.0
b0767	0.00019097115196678287
b0774	2.3084265951885395e-07
b0775	3.837310753638451e-09
b0776	2.0501706570467728e-06
b0777	2.2557464114476616e-10
b0778	5.205521292127917e-08
b0781	0.0
b0785	0.0
b0813	0.0
b0826	0.0
b0827	0.0
b0828	0.0
b0839	0.00030915925048903645
b0841	5.765290574939566e-05
b0842	0.0
b0864	0.0
b0871	0.0
b0874	0.0
b0875	9.035393326944015e-09
b0886	0.0
b0887	0.0
b0895	0.0
b0904	0.0
b0905	0.0
b0907	0.015201757226689724
b0908	0.000492227583637842
b0910	7.319251439310855e-05
b0915	0.00019908835800734603
b0918	5.931892569815704e-05
b0928	0.0003269050009514674
b0929	0.00038647213131164153
b0931	0.0
b0935	0.0
b0937	5.3433426663495226e-05
b0945	0.00010237080739216654
b0954	0.0
b0957	1.411267916114718e-08
b0963	0.0
b0968	0.0
b0980	0.0
b0996	0.0
b1006	0.0
b1007	0.0
b1008	0.0
b1009	0.0
b1011	0.0
b1014	0.0
b1015	0.0
b1025	0.0
b1054	0.0
b1059	0.0
b1062	4.893975734844088e-05
b1064	0.0
b1090	0.0
b1091	1.2641998430186747e-07
b1092	0.00024219929582268865
b1093	1.394296999913969e-05
b1094	0.0009997843625489202
b1095	0.0
b1098	0.00014314252602121359
b1101	0.018512180542445786
b1103	0.0
b1106	0.0
b1107	0.0
b1119	0.0
b1131	0.004110689219818654
b1134	0.0
